"","DATA_YEAR","FIPS_CODE","BRIDGE_ID","YEAR_BUILT","YEAR_RECONSTRCUTED","AVERAGE_DAILY_TRAFFIC","YEAR_ADT","FUTURE_ADT","DECK_COND","SUPERSTRUCTURE_COND","CHANNEL_COND","CULVERT_COND","OPERATING_RATING","INVENTORY_RATING"
"3236",2019,55,"B20014600000000",2005,0,6700,2019,12800,"7","8","8","N",67,38.9
"3237",2019,55,"B20014700000000",2004,0,6000,2019,7500,"8","7","N","N",83.3,35.6
"3238",2019,55,"B20014800000000",2004,0,7100,2019,7350,"8","8","8","N",99.9,43.7
"3239",2019,55,"B20014900000000",2004,0,7100,2019,7350,"7","8","8","N",99.9,43.7
"3240",2019,55,"B20015000000000",2003,0,7600,2019,7750,"7","7","8","N",73.5,43.7
"3241",2019,55,"B20015100000000",2003,0,7350,2017,7350,"7","7","8","N",75.1,43.7
"3242",2019,55,"B20015200000000",2003,0,7600,2019,7350,"7","8","N","N",93.1,38.9
"3243",2019,55,"B20015300000000",2003,0,7600,2019,7350,"7","8","N","N",93.1,38.9
"3244",2019,55,"B20015400000000",1954,0,2800,2019,2800,"N","N","5","4",32.7,19.4
"3245",2019,55,"B20015500000000",2003,0,107,2015,117,"7","7","9","N",63.7,37.3
"3246",2019,55,"B20015700000000",2005,0,520,2019,1200,"7","7","N","N",53.9,34
"3247",2019,55,"B20015800000000",2004,0,9050,2019,7350,"7","8","N","N",50.6,32.4
"3248",2019,55,"B20015900000000",2004,0,9050,2019,7350,"7","8","N","N",50.6,32.4
"3249",2019,55,"B20016000000000",2003,0,307,2015,337,"7","7","9","N",62.1,37.3
"3250",2019,55,"B20016100000000",2003,0,302,2015,332,"7","7","9","N",65.3,38.9
"3251",2019,55,"B20016200000000",2006,0,3900,2019,5851,"7","8","N","N",76.7,34
"3252",2019,55,"B20016300000000",2006,0,3900,2019,5850,"7","8","N","N",67,38.9
"3253",2019,55,"B20016400000000",2008,0,5400,2019,6600,"8","8","N","N",98,51.8
"3254",2019,55,"B20016500000000",2008,0,3800,2019,6600,"8","8","N","N",98,51.8
"3255",2019,55,"B20016600000000",2007,0,3500,2019,6600,"7","8","N","N",68.6,42.1
"3256",2019,55,"B20016800000000",2008,0,5750,2019,6600,"7","8","8","N",71.8,35.6
"3257",2019,55,"B20016900000000",2008,0,5750,2019,6600,"7","8","8","N",76.7,47
"3258",2019,55,"B20017000000000",2008,0,45750,2019,6600,"7","8","8","N",99.9,56.7
"3259",2019,55,"B20017300000000",2010,0,14061,2015,15467,"7","7","8","N",84.9,50.2
"3260",2019,55,"B20017400000000",2010,0,5460,2015,6006,"N","N","8","8",53.9,32.4
"3261",2019,55,"B20017500000000",2006,0,1526,2015,1678,"7","7","8","N",71.8,42.1
"3262",2019,55,"B20017600000000",2006,0,2180,2015,2398,"9","9","9","N",78.4,47
"3263",2019,55,"B20017700000000",2008,0,5750,2017,33740,"8","8","N","N",83.3,40.5
"3264",2019,55,"B20017800000000",2008,0,5750,2017,33740,"8","8","N","N",91.4,43.7
"3265",2019,55,"B20017900000000",2004,0,1,2015,1,"N","8","5","N",71.8,32.4
"3266",2019,55,"B20018000000000",2005,0,1207,2015,1327,"9","9","9","N",62.1,37.3
"3267",2019,55,"B20018100000000",2004,0,985,2015,1083,"N","N","8","9",53.9,32.4
"3268",2019,55,"B20018200000000",2007,0,6240,2015,6864,"7","8","N","N",60.4,32.4
"3269",2019,55,"B20018300000000",2006,0,5775,2015,6352,"N","N","8","7",53.9,32.4
"3270",2019,55,"B20018400000000",2006,0,3291,2015,3620,"7","8","9","N",99.6,59.9
"3271",2019,55,"B20018500000000",2006,0,6688,2015,7356,"8","8","8","N",83.3,48.6
"3272",2019,55,"B20018600000000",2006,0,209,2015,229,"7","7","9","N",81.6,48.6
"3273",2019,55,"B20018700000000",2007,0,1050,2015,1155,"7","7","9","N",71.8,42.1
"3274",2019,55,"B20018800000000",2007,0,1149,2015,1263,"7","7","9","N",75.1,43.7
"3275",2019,55,"B20019000000000",2009,0,628,2015,690,"7","9","8","N",47.6,36.3
"3276",2019,55,"B20020000000000",2009,0,382,2015,420,"7","7","8","N",45,35
"3277",2019,55,"B20020100000000",2009,0,272,2015,299,"8","8","8","N",47.3,36.3
"3278",2019,55,"B20020600000000",2010,0,1035,2015,1138,"8","8","8","N",45,34.7
"3279",2019,55,"B20020700000000",2010,0,731,2015,804,"7","7","8","N",44.7,34.7
"3280",2019,55,"B20020800000000",2009,0,382,2015,420,"7","7","8","N",48,36.6
"3281",2019,55,"B20020900000000",2009,0,901,2015,991,"7","7","9","N",47,36.3
"3282",2019,55,"B20021100000000",2011,0,15300,2015,16830,"7","8","8","N",53.8,41.5
"3283",2019,55,"B20021200000000",1972,0,88,2015,96,"N","N","8","6",53.9,32.4
"3284",2019,55,"B20021600000000",2011,0,663,2015,729,"9","9","8","N",53.1,41.1
"3285",2019,55,"B20021700000000",2012,0,1122,2015,1234,"8","8","8","N",50.5,38.9
"3286",2019,55,"B20022500000000",2013,0,2436,2015,2679,"9","9","9","N",52.2,40.2
"3287",2019,55,"B20022700000000",2016,0,1200,2019,5800,"8","8","N","N",50.9,38.6
"3288",2019,55,"B20022800000000",2013,0,333,2015,366,"9","9","9","N",45.4,35
"3289",2019,55,"B20022900000000",2014,0,623,2015,690,"9","9","9","N",47.6,36.3
"3290",2019,55,"B20023000000000",2018,0,280,2018,300,"8","8","8","N",45.7,35.3
"3291",2019,55,"B20023200000000",2015,0,5100,2017,8200,"N","N","8","8",54.5,32.6
"3292",2019,55,"B20065100000000",1931,1988,9400,2017,7650,"7","6","7","N",99.9,63.2
"3293",2019,55,"B20066100000000",1932,1988,5000,2019,6440,"6","6","6","N",65.3,38.9
"3294",2019,55,"B20066300000000",1932,1971,4400,2019,4450,"6","6","8","N",65.3,38.9
"3295",2019,55,"B20066400000000",1932,1988,4400,2019,3700,"6","6","8","N",73.5,43.7
"3296",2019,55,"B20066900000000",1932,1988,5700,2019,7280,"7","6","8","N",65.3,38.9
"3297",2019,55,"B20067600000000",1929,1960,1122,2015,1234,"5","3","6","N",42.5,22.7
"3298",2019,55,"B20067800000000",1929,1976,708,2015,778,"5","6","7","N",44.1,25.9
"3299",2019,55,"B20067900000000",1929,1976,1308,2015,1438,"6","7","8","N",37.6,21.1
"3300",2019,55,"B20068000000000",1927,1972,1700,2016,2000,"5","5","7","N",35.9,21.1
"3301",2019,55,"B20068200000000",1923,1976,795,2015,874,"7","6","8","N",39.2,24.3
"3302",2019,55,"B20068600000000",1925,1976,1308,2015,1438,"6","5","7","N",35.9,19.4
"3303",2019,55,"B20068700000000",1930,1976,569,2015,625,"6","5","8","N",37.6,21.1
"3304",2019,55,"B20068800000000",1921,1976,1333,2015,1466,"5","5","7","N",31,17.8
"3305",2019,55,"B20068900000000",2006,0,1567,2015,1723,"8","8","9","N",78.4,47
"3306",2019,55,"B20383200000000",2008,0,3800,2019,5580,"7","8","N","N",78.4,47
"3307",2019,55,"B20383300000000",2004,0,10,2015,11,"8","9","8","N",39.2,27.5
"3308",2019,55,"B20383400000000",1984,0,107,2015,117,"N","N","8","6",53.9,24.3
"3309",2019,55,"B20383500000000",1992,0,540,2015,594,"N","N","7","8",53.9,24.3
"3310",2019,55,"B20383600000000",2005,0,105,2015,115,"N","N","8","9",53.9,24.3
"3311",2019,55,"B20383700000000",2009,0,819,2015,900,"N","N","9","9",50.2,38.9
"3312",2019,55,"B20383800000000",1951,1952,36300,2017,63800,"N","N","8","6",53.9,32.4
"3313",2019,55,"B21000100000000",1960,1982,2900,2015,6280,"7","6","8","N",50.6,29.2
"3314",2019,55,"B21000200000000",1962,1982,200,2017,300,"4","7","7","N",52.3,30.8
"3315",2019,55,"B21000300000000",1970,0,2200,2015,4270,"6","8","8","N",63.7,32.4
"3316",2019,55,"B21000500000000",1976,0,60,2015,66,"7","8","8","N",37.6,24.3
"3317",2019,55,"B21000600000000",1977,0,2700,2015,3480,"N","N","8","7",53.9,32.4
"3318",2019,55,"B21000700000000",1979,0,629,2015,691,"5","5","7","N",50.6,29.2
"3319",2019,55,"B21000800000000",1979,0,130,2016,235,"6","7","8","N",63.7,32.4
"3320",2019,55,"B21000900000000",1982,0,60,2015,66,"N","N","8","5",53.9,24.3
"3321",2019,55,"B21001000000000",1984,0,2200,2015,3750,"6","6","9","N",73.5,37.3
"3322",2019,55,"B21001100000000",1988,0,263,2015,289,"5","5","8","N",60.4,35.6
"3323",2019,55,"B21001200000000",1987,0,85,2015,86,"7","7","8","N",57.2,38.9
"3324",2019,55,"B21001300000000",1989,0,91,2015,100,"6","6","8","N",76.7,45.4
"3325",2019,55,"B21001400000000",1987,0,2000,2015,3900,"N","N","8","7",53.9,32.4
"3326",2019,55,"B21001500000000",1992,0,1900,2015,2720,"6","7","N","N",65.3,35.6
"3327",2019,55,"B21001600000000",1995,0,101,2015,111,"7","7","8","N",67,40.5
"3328",2019,55,"B21001700000000",2001,0,160,2017,140,"7","7","8","N",68.6,40.5
"3329",2019,55,"B21001800000000",2001,0,160,2017,210,"6","6","8","N",68.6,40.5
"3330",2019,55,"B21001900000000",1999,0,182,2015,200,"6","8","9","N",70.2,37.3
"3331",2019,55,"B21002100000000",2001,0,60,2015,66,"7","7","8","N",57.2,34
"3332",2019,55,"B21002200000000",2003,0,470,2016,745,"7","7","7","N",81.6,48.6
"3333",2019,55,"B21002300000000",2007,0,111,2015,122,"7","7","8","N",88.2,51.8
"3334",2019,55,"B21002400000000",2007,0,223,2015,245,"7","7","8","N",60.4,43.7
"3335",2019,55,"B21002600000000",2011,0,3300,2015,5000,"8","8","8","N",42.4,32.7
"3336",2019,55,"B21002700000000",2012,0,258,2015,283,"7","7","9","N",47,36.3
"3337",2019,55,"B22000700000000",1948,1988,5600,2016,6650,"5","5","6","N",47.4,27.5
"3338",2019,55,"B22001000000000",1949,0,107,2015,117,"7","5","7","N",22.9,13
"3339",2019,55,"B22001300000000",1950,0,583,2015,641,"5","4","7","N",52.3,30.8
"3340",2019,55,"B22002000000000",1950,1988,470,2016,850,"6","3","8","N",53.9,30.8
"3341",2019,55,"B22002100000000",1950,0,625,2015,687,"5","6","8","N",40.8,16.2
"3342",2019,55,"B22002300000000",1950,0,1700,2016,865,"N","N","6","7",53.9,24.3
"3343",2019,55,"B22002500000000",1951,0,670,2016,3670,"N","N","7","5",53.9,24.3
"3344",2019,55,"B22002600000000",1951,1991,840,2016,1760,"5","5","7","N",57.2,34
"3345",2019,55,"B22002700000000",1951,0,678,2015,745,"N","N","8","6",53.9,24.3
"3346",2019,55,"B22002800000000",1952,0,1325,2015,1457,"5","6","6","N",37.6,22.7
"3347",2019,55,"B22002900000000",1952,0,3800,2016,4920,"N","N","8","5",53.9,24.3
"3348",2019,55,"B22003000000000",1952,1994,3800,2016,4920,"7","6","7","N",65.3,38.9
"3349",2019,55,"B22003300000000",1952,0,490,2016,640,"7","7","8","N",58.8,34
"3350",2019,55,"B22003400000000",1952,1990,1200,2016,1760,"5","6","7","N",52.3,30.8
"3351",2019,55,"B22003600000000",1954,2011,960,2016,1075,"N","N","7","7",53.9,24.3
"3352",2019,55,"B22003900000000",1956,0,636,2015,699,"5","5","7","N",26.1,13
"3353",2019,55,"B22004000000000",1958,0,519,2015,570,"3","3","6","N",44.1,25.9
"3354",2019,55,"B22004100000000",1958,0,254,2015,279,"N","N","6","6",53.9,24.3
"3355",2019,55,"B22004300000000",1959,0,901,2015,991,"N","N","7","6",53.9,24.3
"3356",2019,55,"B22004600000000",1958,0,1400,2016,1300,"4","4","8","N",40.8,13
"3357",2019,55,"B22004800000000",1961,0,91,2015,100,"6","6","6","N",31,21.1
"3358",2019,55,"B22004900000000",1961,0,318,2015,349,"7","7","8","N",34.3,21.1
"3359",2019,55,"B22005000000000",1962,0,300,2015,301,"7","7","8","N",18,13
"3360",2019,55,"B22005100000000",1962,0,477,2015,524,"6","6","8","N",37.6,22.7
"3361",2019,55,"B22005200000000",1962,0,243,2015,267,"6","6","8","N",42.5,25.9
"3362",2019,55,"B22005300000000",1963,0,901,2015,991,"6","6","8","N",65.3,38.9
"3363",2019,55,"B22005400000000",1974,0,561,2015,617,"N","N","6","6",53.9,24.3
"3364",2019,55,"B22005500000000",1977,0,678,2015,745,"6","6","8","N",26.1,14.6
"3365",2019,55,"B22005600000000",1977,0,78,2015,85,"7","7","8","N",40.8,24.3
"3366",2019,55,"B22005700000000",1978,0,720,2015,792,"N","N","7","6",53.9,32.4
"3367",2019,55,"B22005800000000",1979,0,2200,2016,2590,"7","8","8","N",68.6,34
"3368",2019,55,"B22005900000000",1980,0,1900,2016,2890,"6","7","6","N",80,37.3
"3369",2019,55,"B22006000000000",1982,0,2310,2016,22190,"6","6","7","N",62.1,37.3
"3370",2019,55,"B22006100000000",1981,0,4000,2016,4600,"7","7","N","N",68.6,40.5
"3371",2019,55,"B22006200000000",1981,0,657,2015,722,"6","6","6","N",58.8,34
"3372",2019,55,"B22006300000000",1982,0,107,2015,117,"7","7","8","N",57.2,34
"3373",2019,55,"B22006400000000",1981,0,153,2015,168,"7","7","8","N",53.9,32.4
"3374",2019,55,"B22006500000000",1981,0,100,2015,101,"7","7","7","N",65.3,38.9
"3375",2019,55,"B22006600000000",1982,0,102,2015,112,"7","7","8","N",60.4,35.6
"3376",2019,55,"B22006700000000",1982,0,172,2015,189,"7","7","8","N",55.5,25.9
"3377",2019,55,"B22006800000000",1982,0,104,2015,114,"7","7","7","N",58.8,35.6
"3378",2019,55,"B22006900000000",1982,0,104,2015,114,"7","7","7","N",62.1,37.3
"3379",2019,55,"B22007000000000",1982,0,225,2015,247,"7","8","8","N",32.7,19.4
"3380",2019,55,"B22007100000000",1984,0,519,2015,570,"4","8","8","N",65.3,32.4
"3381",2019,55,"B22007200000000",1984,0,156,2015,171,"7","7","7","N",70.2,42.1
"3382",2019,55,"B22007300000000",1984,0,260,2015,286,"7","7","7","N",42.5,25.9
"3383",2019,55,"B22007400000000",1983,0,816,2015,897,"6","8","8","N",67,35.6
"3384",2019,55,"B22007500000000",1984,0,102,2015,112,"7","7","8","N",71.8,42.1
"3385",2019,55,"B22007600000000",1984,0,166,2015,182,"7","8","8","N",52.3,27.5
"3386",2019,55,"B22007700000000",1984,0,78,2015,85,"7","7","8","N",55.5,32.4
"3387",2019,55,"B22007800000000",1984,0,166,2015,182,"N","N","7","6",53.9,32.4
"3388",2019,55,"B22007900000000",1985,0,180,2015,198,"N","N","8","7",53.9,32.4
"3389",2019,55,"B22008000000000",1985,0,180,2015,198,"N","N","8","6",53.9,32.4
"3390",2019,55,"B22008100000000",1984,0,76,2015,83,"7","7","8","N",58.8,34
"3391",2019,55,"B22008200000000",1985,0,53,2015,58,"7","8","8","N",62.1,34
"3392",2019,55,"B22008300000000",1986,0,103,2015,113,"7","8","8","N",42.5,27.5
"3393",2019,55,"B22008400000000",1986,0,59,2015,64,"7","7","7","N",62.1,37.3
"3394",2019,55,"B22008500000000",1986,0,102,2015,112,"7","7","7","N",68.6,40.5
"3395",2019,55,"B22008600000000",1986,0,102,2015,112,"7","8","8","N",62.1,30.8
"3396",2019,55,"B22008700000000",1986,0,824,2015,906,"6","6","6","N",71.8,42.1
"3397",2019,55,"B22008800000000",1987,0,519,2015,570,"6","8","8","N",50.6,38.9
"3398",2019,55,"B22008900000000",1987,0,678,2015,745,"7","8","8","N",67,35.6
"3399",2019,55,"B22009000000000",1987,0,445,2015,489,"7","8","7","N",65.3,35.6
"3400",2019,55,"B22009100000000",1987,0,32,2015,35,"N","N","7","7",53.9,32.4
"3401",2019,55,"B22009300000000",1999,0,4700,2016,5830,"6","6","8","N",68.6,40.5
"3402",2019,55,"B22009400000000",1989,0,5500,2016,8200,"6","7","7","N",70.2,37.3
"3403",2019,55,"B22009500000000",1987,0,104,2015,114,"7","7","7","N",62.1,35.6
"3404",2019,55,"B22009600000000",1988,0,455,2015,500,"7","7","8","N",55.5,32.4
"3405",2019,55,"B22009700000000",1988,0,820,2016,2200,"7","6","N","N",75.1,43.7
"3406",2019,55,"B22009800000000",1988,0,1770,2016,17280,"6","6","N","N",65.3,38.9
"3407",2019,55,"B22009900000000",1988,0,1770,2016,15400,"6","6","N","N",62.1,37.3
"3408",2019,55,"B22010000000000",1988,0,102,2015,112,"7","7","8","N",62.1,37.3
"3409",2019,55,"B22010100000000",1989,0,51,2015,56,"7","7","7","N",70.2,42.1
"3410",2019,55,"B22010200000000",1989,0,53,2015,58,"7","7","6","N",60.4,35.6
"3411",2019,55,"B22010300000000",1990,0,53,2015,58,"8","8","8","N",60.4,35.6
"3412",2019,55,"B22010400000000",1989,0,451,2015,496,"7","7","8","N",67,38.9
"3413",2019,55,"B22010500000000",1989,0,104,2015,114,"7","8","8","N",62.1,37.3
"3414",2019,55,"B22010600000000",1997,0,1200,2016,1150,"N","N","7","7",53.9,32.4
"3415",2019,55,"B22010700000000",1997,0,1200,2016,1150,"7","7","8","N",80,47
"3416",2019,55,"B22010800000000",1997,0,1200,2016,890,"7","8","7","N",76.7,38.9
"3417",2019,55,"B22010900000000",1990,0,172,2015,189,"7","8","8","N",58.8,35.6
"3418",2019,55,"B22011000000000",1992,0,4400,2016,8200,"5","5","7","N",58.8,34
"3419",2019,55,"B22011100000000",1992,0,4400,2016,8200,"7","7","7","N",50.6,34
"3420",2019,55,"B22011400000000",2018,0,240,2018,270,"8","8","8","N",48.6,35.3
"3421",2019,55,"B22011500000000",1991,0,102,2015,112,"8","8","8","N",76.7,45.4
"3422",2019,55,"B22011600000000",1991,0,53,2015,58,"7","7","7","N",71.8,42.1
"3423",2019,55,"B22011700000000",1991,0,102,2015,112,"7","7","8","N",71.8,38.9
"3424",2019,55,"B22011800000000",1989,0,207,2015,227,"N","N","7","7",53.9,32.4
"3425",2019,55,"B22011900000000",1990,0,281,2015,309,"7","8","8","N",67,30.8
"3426",2019,55,"B22012000000000",1993,0,2200,2016,2400,"7","8","7","N",65.3,38.9
"3427",2019,55,"B22012100000000",1991,0,784,2015,862,"7","7","8","N",63.7,37.3
"3428",2019,55,"B22012200000000",1993,0,8450,2016,9250,"7","7","N","N",60.4,35.6
"3429",2019,55,"B22012300000000",1994,0,8450,2016,9250,"7","7","N","N",60.4,37.3
"3430",2019,55,"B22012400000000",1993,0,8450,2016,8450,"7","7","N","N",94.7,43.7
"3431",2019,55,"B22012500000000",1994,0,8450,2016,9310,"7","7","N","N",84.9,42.1
"3432",2019,55,"B22012600000000",1992,0,477,2015,524,"7","8","7","N",57.2,30.8
"3433",2019,55,"B22012700000000",1992,0,901,2015,991,"6","6","8","N",75.1,43.7
"3434",2019,55,"B22012800000000",1992,0,161,2015,177,"7","7","7","N",62.1,37.3
"3435",2019,55,"B22012900000000",1990,0,254,2015,279,"N","N","6","7",53.9,32.4
"3436",2019,55,"B22013000000000",1992,0,103,2015,113,"7","8","8","N",62.1,35.6
"3437",2019,55,"B22013100000000",1992,0,102,2015,112,"7","7","7","N",73.5,43.7
"3438",2019,55,"B22013200000000",1992,0,53,2015,58,"7","7","7","N",63.7,37.3
"3439",2019,55,"B22013300000000",1994,0,499,2015,548,"7","8","8","N",65.3,35.6
"3440",2019,55,"B22013400000000",1997,0,4900,2016,6060,"7","7","7","N",80,42.1
"3441",2019,55,"B22013500000000",1998,0,107,2015,117,"7","7","8","N",71.8,42.1
"3442",2019,55,"B22013600000000",1993,0,860,2016,1020,"7","8","7","N",60.4,42.1
"3443",2019,55,"B22013700000000",1988,0,53,2015,58,"N","N","6","7",53.9,32.4
"3444",2019,55,"B22013800000000",1993,0,50,2015,51,"7","7","8","N",70.2,42.1
"3445",2019,55,"B22013900000000",1999,0,720,2016,1250,"7","7","7","N",52.3,34
"3446",2019,55,"B22014000000000",1999,0,720,2016,1250,"7","7","7","N",60.4,32.4
"3447",2019,55,"B22014100000000",1999,0,720,2016,1250,"7","7","6","N",68.6,40.5
"3448",2019,55,"B22014200000000",1993,0,1166,2015,1282,"7","8","8","N",75.1,38.9
"3449",2019,55,"B22014300000000",1996,0,1500,2016,2610,"6","6","5","N",67,38.9
"3450",2019,55,"B22014400000000",1935,1992,5000,2016,7100,"7","7","7","N",68.6,37.3
"3451",2019,55,"B22014500000000",1994,0,53,2015,58,"7","7","8","N",63.7,37.3
"3452",2019,55,"B22014600000000",1994,0,102,2015,112,"7","7","8","N",70.2,42.1
"3453",2019,55,"B22014700000000",1994,0,53,2015,58,"7","7","8","N",63.7,37.3
"3454",2019,55,"B22014800000000",1995,0,636,2015,699,"7","7","7","N",68.6,40.5
"3455",2019,55,"B22014900000000",1994,0,519,2015,570,"7","8","8","N",63.7,37.3
"3456",2019,55,"B22015000000000",1994,0,102,2015,112,"7","8","8","N",68.6,38.9
"3457",2019,55,"B22015100000000",1992,0,268,2015,294,"N","N","8","6",53.9,32.4
"3458",2019,55,"B22015200000000",1992,0,102,2015,112,"N","N","6","7",53.9,32.4
"3459",2019,55,"B22015300000000",1992,0,78,2015,85,"N","N","7","8",53.9,32.4
"3460",2019,55,"B22015500000000",1996,0,102,2015,112,"8","8","6","N",75.1,45.4
"3461",2019,55,"B22015600000000",1995,0,180,2015,198,"7","7","8","N",65.3,38.9
"3462",2019,55,"B22015700000000",1994,0,156,2015,171,"8","8","8","N",63.7,37.3
"3463",2019,55,"B22015800000000",1995,0,102,2015,112,"7","7","7","N",55.5,32.4
"3464",2019,55,"B22015900000000",1996,0,102,2015,112,"8","8","8","N",65.3,38.9
"3465",2019,55,"B22016000000000",1996,0,153,2015,168,"7","7","7","N",63.7,37.3
"3466",2019,55,"B22016100000000",1996,0,104,2015,114,"8","8","8","N",63.7,37.3
"3467",2019,55,"B22016200000000",1996,0,102,2015,112,"7","7","7","N",68.6,40.5
"3468",2019,55,"B22016300000000",1994,0,80,2015,88,"N","N","7","6",53.9,32.4
"3469",2019,55,"B22016400000000",1999,0,2000,2016,2670,"7","7","8","N",63.7,37.3
"3470",2019,55,"B22016500000000",1999,0,2000,2016,2670,"7","7","8","N",63.7,37.3
"3471",2019,55,"B22016600000000",1999,0,2000,2016,2670,"7","7","8","N",63.7,37.3
"3472",2019,55,"B22016700000000",1996,0,53,2015,58,"8","8","8","N",65.3,38.9
"3473",2019,55,"B22016800000000",1996,0,322,2015,354,"7","7","8","N",70.2,40.5
"3474",2019,55,"B22016900000000",1996,0,80,2015,88,"8","8","8","N",60.4,35.6
"3475",2019,55,"B22017000000000",1997,0,208,2015,228,"7","7","8","N",57.2,34
"3476",2019,55,"B22017100000000",1997,0,109,2015,119,"7","7","7","N",58.8,34
"3477",2019,55,"B22017200000000",1998,0,102,2015,112,"8","8","8","N",70.2,40.5
"3478",2019,55,"B22017300000000",1998,0,102,2015,112,"8","8","8","N",60.4,35.6
"3479",2019,55,"B22017400000000",1998,0,104,2015,114,"7","7","7","N",58.8,34
"3480",2019,55,"B22017500000000",1998,0,614,2015,675,"7","7","8","N",65.3,38.9
"3481",2019,55,"B22017600000000",1998,0,519,2015,570,"7","8","8","N",70.2,34
"3482",2019,55,"B22017700000000",1999,0,352,2015,387,"7","7","8","N",62.1,35.6
"3483",2019,55,"B22017800000000",1999,0,1325,2015,1457,"7","8","8","N",71.8,37.3
"3484",2019,55,"B22017900000000",2000,0,678,2015,745,"7","8","8","N",65.3,30.8
"3485",2019,55,"B22018000000000",1998,0,381,2015,419,"7","8","8","N",58.8,34
"3486",2019,55,"B22018100000000",1998,0,107,2015,117,"7","7","8","N",73.5,43.7
"3487",2019,55,"B22018200000000",1998,0,1085,2015,1193,"7","8","8","N",65.3,38.9
"3488",2019,55,"B22018300000000",1998,0,102,2015,112,"N","N","6","7",53.9,32.4
"3489",2019,55,"B22018400000000",1999,0,996,2015,1095,"8","8","7","N",53.9,32.4
"3490",2019,55,"B22018500000000",2000,0,1656,2015,1821,"8","8","8","N",68.6,37.3
"3491",2019,55,"B22018600000000",2000,0,102,2015,112,"8","8","7","N",55.5,32.4
"3492",2019,55,"B22018700000000",2001,0,1505,2015,1655,"8","8","8","N",55.5,35.6
"3493",2019,55,"B22018800000000",2001,0,107,2015,117,"7","7","8","N",67,38.9
"3494",2019,55,"B22018900000000",2001,0,107,2015,117,"7","7","8","N",70.2,42.1
"3495",2019,55,"B22019000000000",2000,0,102,2015,112,"8","8","8","N",65.3,38.9
"3496",2019,55,"B22019100000000",2000,0,455,2015,500,"7","7","6","N",57.2,34
"3497",2019,55,"B22019200000000",2001,0,795,2015,874,"7","7","8","N",75.1,43.7
"3498",2019,55,"B22019300000000",2009,0,275,2015,302,"7","8","8","N",52.8,40.8
"3499",2019,55,"B22019400000000",2005,0,5000,2016,9700,"7","8","N","N",75.1,38.9
"3500",2019,55,"B22019500000000",2005,0,8450,2016,7400,"7","8","8","N",63.7,35.6
"3501",2019,55,"B22019600000000",2005,0,8450,2016,7400,"7","8","8","N",53.9,34
"3502",2019,55,"B22019700000000",2006,0,8450,2016,9100,"7","7","7","N",67,37.3
"3503",2019,55,"B22019800000000",2006,0,8450,2016,9100,"7","7","8","N",67,37.3
"3504",2019,55,"B22019900000000",2005,0,5600,2016,10800,"7","8","9","N",99.9,43.7
"3505",2019,55,"B22020000000000",2005,0,5600,2016,10800,"7","7","9","N",99.9,43.7
"3506",2019,55,"B22020100000000",2002,0,106,2015,116,"7","7","8","N",70.2,40.5
"3507",2019,55,"B22020200000000",2004,0,4800,2016,7330,"7","7","N","N",89.8,40.5
"3508",2019,55,"B22020300000000",2003,0,5800,2016,9400,"7","7","N","N",76.7,38.9
"3509",2019,55,"B22020400000000",2004,0,50,2016,400,"7","7","N","N",83.3,38.9
"3510",2019,55,"B22020500000000",2004,0,5000,2016,14400,"7","7","N","N",80,38.9
"3511",2019,55,"B22020600000000",2004,0,5000,2016,14400,"7","8","N","N",80,38.9
"3512",2019,55,"B22020800000000",2002,0,3800,2016,5250,"8","8","8","N",65.3,35.6
"3513",2019,55,"B22020900000000",2002,0,4300,2016,5250,"7","8","7","N",70.2,35.6
"3514",2019,55,"B22021000000000",2010,0,750,2016,950,"9","9","9","N",46.7,36
"3515",2019,55,"B22021100000000",2010,0,1700,2016,2100,"8","8","7","N",44.7,34.3
"3516",2019,55,"B22021200000000",2001,0,107,2015,117,"8","8","8","N",62.1,37.3
"3517",2019,55,"B22021300000000",2000,0,107,2015,117,"7","7","8","N",63.7,37.3
"3518",2019,55,"B22021400000000",2002,0,3210,2015,3531,"7","7","8","N",60.4,35.6
"3519",2019,55,"B22021500000000",2003,0,100,2015,101,"8","8","7","N",58.8,34
"3520",2019,55,"B22021600000000",2003,0,681,2015,749,"7","7","8","N",60.4,35.6
"3521",2019,55,"B22021800000000",2000,0,102,2015,112,"N","N","7","8",53.9,32.4
"3522",2019,55,"B22021900000000",1999,0,102,2015,112,"N","N","6","8",53.9,32.4
"3523",2019,55,"B22022000000000",2005,0,9495,2015,10444,"7","7","8","N",60.4,35.6
"3524",2019,55,"B22022100000000",2003,0,78,2015,85,"8","8","8","N",68.6,40.5
"3525",2019,55,"B22022200000000",2002,0,132,2015,145,"8","8","8","N",57.2,34
"3526",2019,55,"B22022300000000",2003,0,106,2015,116,"7","7","8","N",71.8,42.1
"3527",2019,55,"B22022400000000",2003,0,106,2015,116,"8","8","7","N",58.8,34
"3528",2019,55,"B22022500000000",2009,0,860,2016,1500,"N","N","8","8",53.9,32.4
"3529",2019,55,"B22022600000000",2009,0,1400,2016,2050,"7","7","7","N",84.9,45.4
"3530",2019,55,"B22022700000000",2006,0,5200,2016,7800,"8","8","8","N",99.9,45.4
"3531",2019,55,"B22022800000000",2011,0,3600,2016,5900,"8","8","9","N",52.3,35.6
"3532",2019,55,"B22022900000000",2003,0,318,2015,349,"7","7","7","N",62.1,37.3
